source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0048872,homeostasis of number of cells,0.02567561246401081,True,"""Any biological process involved in the maintenance of the steady-state number of cells within a population of cells."" [GOC:isa_complete]",338,34,6,20972,0.17647058823529413,0.01775147928994083,query_1,['GO:0048871']
REAC,REAC:R-HSA-173736,Alternative complement activation,0.027456710083631906,True,Alternative complement activation,5,32,2,11056,0.0625,0.4,query_1,['REAC:R-HSA-166663']
GO:BP,GO:0002683,negative regulation of immune system process,0.028443491518048255,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune system process."" [GOC:add]",522,34,7,20972,0.20588235294117646,0.013409961685823755,query_1,"['GO:0002376', 'GO:0002682', 'GO:0048519']"
GO:BP,GO:1903131,mononuclear cell differentiation,0.028796474902919776,True,"""The process in which a relatively unspecialized cell acquires the specialized features of a mononuclear cell."" [CL:0000842, GO_REF:0000086, GOC:TermGenie, PMID:24759906]",523,34,7,20972,0.20588235294117646,0.01338432122370937,query_1,['GO:0002521']
REAC,REAC:R-HSA-3000157,Laminin interactions,0.028844062964991587,True,Laminin interactions,30,32,3,11056,0.09375,0.1,query_1,['REAC:R-HSA-1474244']
GO:BP,GO:0016064,immunoglobulin mediated immune response,0.029852986859003974,True,"""An immune response mediated by immunoglobulins, whether cell-bound or in solution."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",203,34,5,20972,0.14705882352941177,0.024630541871921183,query_1,['GO:0019724']
GO:BP,GO:0002313,mature B cell differentiation involved in immune response,0.031163813404553712,True,"""The process in which a naive B cell acquires the specialized features of a mature or memory B cell during an immune response."" [GOC:jal]",32,34,3,20972,0.08823529411764706,0.09375,query_1,"['GO:0002312', 'GO:0002335']"
GO:BP,GO:0032965,regulation of collagen biosynthetic process,0.031163813404553712,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals."" [GOC:mah]",32,34,3,20972,0.08823529411764706,0.09375,query_1,"['GO:0009889', 'GO:0010712', 'GO:0032964']"
GO:BP,GO:0031342,negative regulation of cell killing,0.031163813404553712,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell killing."" [GOC:mah]",32,34,3,20972,0.08823529411764706,0.09375,query_1,"['GO:0001906', 'GO:0031341', 'GO:0048523']"
GO:BP,GO:0036336,dendritic cell migration,0.031163813404553712,True,"""The movement of a dendritic cell within or between different tissues and organs of the body."" [CL:0000451, GOC:nhn, PMID:19339990]",32,34,3,20972,0.08823529411764706,0.09375,query_1,['GO:0071674']
GO:BP,GO:0019724,B cell mediated immunity,0.032037256132848746,True,"""Any process involved with the carrying out of an immune response by a B cell, through, for instance, the production of antibodies or cytokines, or antigen presentation to T cells."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",206,34,5,20972,0.14705882352941177,0.024271844660194174,query_1,"['GO:0002449', 'GO:0002460']"
KEGG,KEGG:05142,Chagas disease,0.03246511881597268,True,Chagas disease,102,31,4,8716,0.12903225806451613,0.0392156862745098,query_1,['KEGG:00000']
GO:BP,GO:0070887,cellular response to chemical stimulus,0.03307887788518925,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:mah]",2199,34,13,20972,0.38235294117647056,0.005911778080945885,query_1,"['GO:0042221', 'GO:0051716']"
REAC,REAC:R-HSA-372790,Signaling by GPCR,0.03741356573648438,True,Signaling by GPCR,695,32,9,11056,0.28125,0.012949640287769784,query_1,['REAC:R-HSA-162582']
GO:BP,GO:0045589,regulation of regulatory T cell differentiation,0.037514393325235804,True,"""Any process that modulates the frequency, rate or extent of differentiation of regulatory T cells."" [ISBN:0781735149]",34,34,3,20972,0.08823529411764706,0.08823529411764706,query_1,"['GO:0045066', 'GO:0045580']"
GO:BP,GO:2000145,regulation of cell motility,0.03797625720195034,True,"""Any process that modulates the frequency, rate or extent of cell motility."" [GOC:mah]",1005,34,9,20972,0.2647058823529412,0.008955223880597015,query_1,"['GO:0040012', 'GO:0048870', 'GO:0050794']"
KEGG,KEGG:04613,Neutrophil extracellular trap formation,0.03906115131633494,True,Neutrophil extracellular trap formation,192,31,5,8716,0.16129032258064516,0.026041666666666668,query_1,['KEGG:00000']
GO:BP,GO:0045619,regulation of lymphocyte differentiation,0.04204944207352337,True,"""Any process that modulates the frequency, rate or extent of lymphocyte differentiation."" [GOC:go_curators]",218,34,5,20972,0.14705882352941177,0.022935779816513763,query_1,"['GO:0030098', 'GO:0051249', 'GO:1902105']"
GO:BP,GO:1905563,negative regulation of vascular endothelial cell proliferation,0.04238933528958547,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of vascular endothelial cell proliferation."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:23201774]",5,34,2,20972,0.058823529411764705,0.4,query_1,"['GO:0001937', 'GO:0101023', 'GO:1905562']"
GO:BP,GO:0045917,positive regulation of complement activation,0.04238933528958547,True,"""Any process that activates or increases the frequency, rate or extent of complement activation."" [GOC:go_curators]",5,34,2,20972,0.058823529411764705,0.4,query_1,"['GO:0002699', 'GO:0002922', 'GO:0006956', 'GO:0030449']"
GO:BP,GO:2000634,regulation of primary miRNA processing,0.04238933528958547,True,"""Any process that modulates the frequency, rate or extent of primary microRNA processing."" [GOC:dph, GOC:sl]",5,34,2,20972,0.058823529411764705,0.4,query_1,"['GO:0031053', 'GO:1903798']"
GO:BP,GO:0002434,immune complex clearance,0.04238933528958547,True,"""A process directed at removing immune complexes from the body. Immune complexes are clusters of antibodies bound to antigen, to which complement may also be fixed, and which may precipitate or remain in solution."" [GO_REF:0000022, GOC:add, ISBN:068340007X]",5,34,2,20972,0.058823529411764705,0.4,query_1,['GO:0002252']
GO:BP,GO:0002312,B cell activation involved in immune response,0.04239963420474097,True,"""The change in morphology and behavior of a mature or immature B cell during an immune response, resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:jal]",106,34,4,20972,0.11764705882352941,0.03773584905660377,query_1,"['GO:0002285', 'GO:0042113']"
GO:BP,GO:0032879,regulation of localization,0.043656347788795125,True,"""Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."" [GOC:mah]",1914,34,12,20972,0.35294117647058826,0.006269592476489028,query_1,"['GO:0050789', 'GO:0051179']"
GO:BP,GO:0048522,positive regulation of cellular process,0.04614780519736484,True,"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5739,34,21,20972,0.6176470588235294,0.0036591740721380033,query_1,"['GO:0009987', 'GO:0048518', 'GO:0050794']"
GO:BP,GO:0061024,membrane organization,0.0465041252873185,True,"""A process which results in the assembly, arrangement of constituent parts, or disassembly of a membrane. A membrane is a double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins."" [GOC:dph, GOC:tb]",783,34,8,20972,0.23529411764705882,0.010217113665389528,query_1,['GO:0016043']
GO:BP,GO:0010712,regulation of collagen metabolic process,0.04854937351637989,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the metabolism of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals."" [GOC:dph, GOC:tb]",37,34,3,20972,0.08823529411764706,0.08108108108108109,query_1,"['GO:0019222', 'GO:0032963']"
GO:BP,GO:2000406,positive regulation of T cell migration,0.04854937351637989,True,"""Any process that activates or increases the frequency, rate or extent of T cell migration."" [GOC:mah]",37,34,3,20972,0.08823529411764706,0.08108108108108109,query_1,"['GO:0072678', 'GO:2000403', 'GO:2000404']"
